date,state_normalized,district_cleaned,demo_age_5_17,demo_age_17_
26-11-2025,KERALA,Thrissur,18,286
26-11-2025,KERALA,Wayanad,3,101
26-11-2025,LADAKH,Kargil,2,3
26-11-2025,LAKSHADWEEP,Lakshadweep,0,2
26-11-2025,MADHYA PRADESH,Agar Malwa,1,19
26-11-2025,MADHYA PRADESH,Alirajpur,2,36
26-11-2025,MADHYA PRADESH,Anuppur,1,64
26-11-2025,MADHYA PRADESH,Ashok Nagar,6,56
26-11-2025,MADHYA PRADESH,Balaghat,6,66
26-11-2025,MADHYA PRADESH,Barwani,3,26
26-11-2025,MADHYA PRADESH,Betul,10,58
26-11-2025,MADHYA PRADESH,Bhind,13,117
26-11-2025,MADHYA PRADESH,Bhopal,7,151
26-11-2025,MADHYA PRADESH,Burhanpur,8,24
26-11-2025,MADHYA PRADESH,Chhatarpur,18,198
26-11-2025,MADHYA PRADESH,Chhindwara,2,60
26-11-2025,MADHYA PRADESH,Damoh,14,112
26-11-2025,MADHYA PRADESH,Datia,0,26
26-11-2025,MADHYA PRADESH,Dewas,4,80
26-11-2025,MADHYA PRADESH,Dhar,20,232
26-11-2025,MADHYA PRADESH,Dindori,6,32
26-11-2025,MADHYA PRADESH,East Nimar,2,46
26-11-2025,MADHYA PRADESH,Guna,14,150
26-11-2025,MADHYA PRADESH,Gwalior,56,396
26-11-2025,MADHYA PRADESH,Harda,0,10
26-11-2025,MADHYA PRADESH,Hoshangabad,4,48
26-11-2025,MADHYA PRADESH,Indore,36,352
26-11-2025,MADHYA PRADESH,Jabalpur,14,324
26-11-2025,MADHYA PRADESH,Jhabua,4,130
26-11-2025,MADHYA PRADESH,Katni,44,182
26-11-2025,MADHYA PRADESH,Khandwa,2,6
26-11-2025,MADHYA PRADESH,Khargone,14,152
26-11-2025,MADHYA PRADESH,Maihar,0,16
26-11-2025,MADHYA PRADESH,Mandla,10,108
26-11-2025,MADHYA PRADESH,Mandsaur,20,186
26-11-2025,MADHYA PRADESH,Mauganj,0,4
26-11-2025,MADHYA PRADESH,Morena,2,30
26-11-2025,MADHYA PRADESH,Narmadapuram,0,24
26-11-2025,MADHYA PRADESH,Narsimhapur,0,26
26-11-2025,MADHYA PRADESH,Narsinghpur,4,62
26-11-2025,MADHYA PRADESH,Neemuch,22,170
26-11-2025,MADHYA PRADESH,Niwari,0,2
26-11-2025,MADHYA PRADESH,Pandhurna,0,4
26-11-2025,MADHYA PRADESH,Panna,6,150
26-11-2025,MADHYA PRADESH,Raisen,8,122
26-11-2025,MADHYA PRADESH,Rajgarh,0,54
26-11-2025,MADHYA PRADESH,Ratlam,16,142
26-11-2025,MADHYA PRADESH,Rewa,24,308
26-11-2025,MADHYA PRADESH,Sagar,41,267
26-11-2025,MADHYA PRADESH,Satna,15,285
26-11-2025,MADHYA PRADESH,Sehore,13,91
26-11-2025,MADHYA PRADESH,Seoni,17,229
26-11-2025,MADHYA PRADESH,Shahdol,4,145
26-11-2025,MADHYA PRADESH,Shajapur,16,195
26-11-2025,MADHYA PRADESH,Sheopur,6,103
26-11-2025,MADHYA PRADESH,Shivpuri,27,359
26-11-2025,MADHYA PRADESH,Sidhi,8,147
26-11-2025,MADHYA PRADESH,Singrauli,25,210
26-11-2025,MADHYA PRADESH,Tikamgarh,21,185
26-11-2025,MADHYA PRADESH,Ujjain,12,261
26-11-2025,MADHYA PRADESH,Umaria,9,132
26-11-2025,MADHYA PRADESH,Vidisha,27,203
26-11-2025,MADHYA PRADESH,West Nimar,2,28
26-11-2025,MAHARASHTRA,Ahmadnagar,73,2219
26-11-2025,MAHARASHTRA,Ahmed Nagar,2,60
26-11-2025,MAHARASHTRA,Akola,32,765
26-11-2025,MAHARASHTRA,Amravati,52,1361
26-11-2025,MAHARASHTRA,Aurangabad,50,1453
26-11-2025,MAHARASHTRA,Beed,29,734
26-11-2025,MAHARASHTRA,Bhandara,8,173
26-11-2025,MAHARASHTRA,Bid,4,136
26-11-2025,MAHARASHTRA,Buldana,1,218
26-11-2025,MAHARASHTRA,Buldhana,20,963
26-11-2025,MAHARASHTRA,Chandrapur,11,833
26-11-2025,MAHARASHTRA,Chatrapati Sambhaji Nagar,0,44
26-11-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,12,150
26-11-2025,MAHARASHTRA,Dharashiv,0,17
26-11-2025,MAHARASHTRA,Dhule,32,579
26-11-2025,MAHARASHTRA,Gadchiroli,26,558
26-11-2025,MAHARASHTRA,Gondia,0,4
26-11-2025,MAHARASHTRA,Gondiya,14,467
26-11-2025,MAHARASHTRA,Gondiya *,0,28
26-11-2025,MAHARASHTRA,Hingoli,10,809
26-11-2025,MAHARASHTRA,Jalgaon,62,1120
26-11-2025,MAHARASHTRA,Jalna,26,575
26-11-2025,MAHARASHTRA,Kolhapur,66,1473
26-11-2025,MAHARASHTRA,Latur,52,1356
26-11-2025,MAHARASHTRA,Mumbai,73,1570
26-11-2025,MAHARASHTRA,Mumbai City,29,238
26-11-2025,MAHARASHTRA,Mumbai Suburban,95,845
26-11-2025,MAHARASHTRA,Mumbai( Sub Urban ),0,57
26-11-2025,MAHARASHTRA,Nagpur,96,1230
26-11-2025,MAHARASHTRA,Nanded,69,2469
26-11-2025,MAHARASHTRA,Nandurbar,14,157
26-11-2025,MAHARASHTRA,Nandurbar *,0,10
26-11-2025,MAHARASHTRA,Nashik,112,2366
26-11-2025,MAHARASHTRA,Osmanabad,27,726
26-11-2025,MAHARASHTRA,Palghar,62,758
26-11-2025,MAHARASHTRA,Parbhani,28,474
26-11-2025,MAHARASHTRA,Pune,281,3910
26-11-2025,MAHARASHTRA,Raigad,12,184
26-11-2025,MAHARASHTRA,Raigarh,38,1008
26-11-2025,MAHARASHTRA,Raigarh(MH),0,12
26-11-2025,MAHARASHTRA,Ratnagiri,27,752
26-11-2025,MAHARASHTRA,Sangli,36,1731
26-11-2025,MAHARASHTRA,Satara,40,1105
26-11-2025,MAHARASHTRA,Sindhudurg,14,271
26-11-2025,MAHARASHTRA,Solapur,65,2908
26-11-2025,MAHARASHTRA,Thane,168,3214
26-11-2025,MAHARASHTRA,Wardha,17,352
26-11-2025,MAHARASHTRA,Washim,7,659
26-11-2025,MAHARASHTRA,Washim *,0,4
26-11-2025,MAHARASHTRA,Yavatmal,24,3106
26-11-2025,MANIPUR,Bishnupur,16,68
26-11-2025,MANIPUR,Chandel,5,56
26-11-2025,MANIPUR,Churachandpur,9,38
26-11-2025,MANIPUR,Imphal East,36,422
26-11-2025,MANIPUR,Imphal West,57,338
26-11-2025,MANIPUR,Jiribam,0,8
26-11-2025,MANIPUR,Kakching,4,10
26-11-2025,MANIPUR,Pherzawl,0,4
26-11-2025,MANIPUR,Senapati,36,243
26-11-2025,MANIPUR,Tamenglong,19,135
26-11-2025,MANIPUR,Thoubal,64,343
26-11-2025,MANIPUR,Ukhrul,16,101
26-11-2025,MEGHALAYA,East Garo Hills,1,16
26-11-2025,MEGHALAYA,East Jaintia Hills,0,14
26-11-2025,MEGHALAYA,East Khasi Hills,9,119
26-11-2025,MEGHALAYA,Eastern West Khasi Hills,0,6
26-11-2025,MEGHALAYA,North Garo Hills,0,8
26-11-2025,MEGHALAYA,Ri Bhoi,6,51
26-11-2025,MEGHALAYA,South Garo Hills,4,5
26-11-2025,MEGHALAYA,South West Garo Hills,0,36
26-11-2025,MEGHALAYA,South West Khasi Hills,1,10
26-11-2025,MEGHALAYA,West Garo Hills,2,65
26-11-2025,MEGHALAYA,West Jaintia Hills,5,46
26-11-2025,MEGHALAYA,West Khasi Hills,6,18
26-11-2025,MIZORAM,Aizawl,5,62
26-11-2025,MIZORAM,Champhai,14,24
26-11-2025,MIZORAM,Kolasib,3,15
26-11-2025,MIZORAM,Lawngtlai,0,9
26-11-2025,MIZORAM,Lunglei,0,17
26-11-2025,MIZORAM,Mamit,2,11
26-11-2025,MIZORAM,Mammit,0,4
26-11-2025,MIZORAM,Saiha,0,2
26-11-2025,MIZORAM,Serchhip,2,10
26-11-2025,NAGALAND,Chumukedima,0,6
26-11-2025,NAGALAND,Dimapur,3,43
26-11-2025,NAGALAND,Kiphire,0,5
26-11-2025,NAGALAND,Kohima,0,9
26-11-2025,NAGALAND,Longleng,0,12
26-11-2025,NAGALAND,Mokokchung,6,40
26-11-2025,NAGALAND,Mon,10,37
26-11-2025,NAGALAND,Niuland,1,2
26-11-2025,NAGALAND,Noklak,2,6
26-11-2025,NAGALAND,Peren,1,4
26-11-2025,NAGALAND,Phek,0,2
26-11-2025,NAGALAND,Shamator,0,6
26-11-2025,NAGALAND,Tseminyu,0,2
26-11-2025,NAGALAND,Tuensang,1,11
26-11-2025,NAGALAND,Wokha,0,8
26-11-2025,NAGALAND,Zunheboto,2,0
26-11-2025,ODISHA,ANGUL,0,2
26-11-2025,ODISHA,Angul,9,75
26-11-2025,ODISHA,Anugul,0,14
26-11-2025,ODISHA,Balangir,49,137
26-11-2025,ODISHA,Baleshwar,7,56
26-11-2025,ODISHA,Baleswar,40,150
26-11-2025,ODISHA,Bargarh,26,176
26-11-2025,ODISHA,Baudh,0,4
26-11-2025,ODISHA,Bhadrak,50,209
26-11-2025,ODISHA,Boudh,5,34
26-11-2025,ODISHA,Cuttack,42,276
26-11-2025,ODISHA,Debagarh,4,30
26-11-2025,ODISHA,Dhenkanal,23,121
26-11-2025,ODISHA,Gajapati,16,118
26-11-2025,ODISHA,Ganjam,95,444
26-11-2025,ODISHA,JAJPUR,15,43
26-11-2025,ODISHA,Jagatsinghapur,13,49
26-11-2025,ODISHA,Jagatsinghpur,1,54
26-11-2025,ODISHA,Jajapur,31,151
26-11-2025,ODISHA,Jharsuguda,22,94
26-11-2025,ODISHA,Kalahandi,58,284
26-11-2025,ODISHA,Kandhamal,28,167
26-11-2025,ODISHA,Kendrapara,33,185
26-11-2025,ODISHA,Kendujhar,27,253
26-11-2025,ODISHA,Khorda,20,159
26-11-2025,ODISHA,Khordha,2,28
26-11-2025,ODISHA,Koraput,36,252
26-11-2025,ODISHA,Malkangiri,27,114
26-11-2025,ODISHA,Mayurbhanj,75,436
26-11-2025,ODISHA,Nabarangapur,22,169
26-11-2025,ODISHA,Nayagarh,23,114
26-11-2025,ODISHA,Nuapada,24,124
26-11-2025,ODISHA,Puri,26,130
26-11-2025,ODISHA,Rayagada,25,153
26-11-2025,ODISHA,Sambalpur,16,200
26-11-2025,ODISHA,Sonapur,22,46
26-11-2025,ODISHA,Subarnapur,2,20
26-11-2025,ODISHA,Sundargarh,0,59
26-11-2025,ODISHA,Sundergarh,38,180
26-11-2025,ODISHA,jajpur,1,2
26-11-2025,Orissa,Anugul,0,1
26-11-2025,Orissa,Balangir,4,35
26-11-2025,Orissa,Baleshwar,1,5
26-11-2025,Orissa,Bargarh,2,2
26-11-2025,Orissa,Bhadrak,2,25
26-11-2025,Orissa,Cuttack,0,12
26-11-2025,Orissa,Dhenkanal,0,8
26-11-2025,Orissa,Ganjam,4,67
26-11-2025,Orissa,Jajapur,0,3
26-11-2025,Orissa,Jharsuguda,0,2
26-11-2025,Orissa,Kalahandi,0,1
26-11-2025,Orissa,Kandhamal,0,4
26-11-2025,Orissa,Kendujhar,0,5
26-11-2025,Orissa,Khordha,2,51
26-11-2025,Orissa,Koraput,0,9
26-11-2025,Orissa,Nayagarh,1,4
26-11-2025,Orissa,Puri,1,13
26-11-2025,Orissa,Rayagada,0,2
26-11-2025,Orissa,Sambalpur,0,6
26-11-2025,Orissa,Sundargarh,0,13
26-11-2025,PUDUCHERRY,Karaikal,12,23
26-11-2025,PUDUCHERRY,Puducherry,16,116
26-11-2025,PUNJAB,Amritsar,15,396
26-11-2025,PUNJAB,Barnala,8,92
26-11-2025,PUNJAB,Bathinda,3,175
26-11-2025,PUNJAB,Faridkot,3,75
26-11-2025,PUNJAB,Fatehgarh Sahib,6,82
26-11-2025,PUNJAB,Fazilka,4,141
26-11-2025,PUNJAB,Ferozepur,6,89
26-11-2025,PUNJAB,Firozpur,2,85
26-11-2025,PUNJAB,Gurdaspur,9,320
26-11-2025,PUNJAB,Hoshiarpur,13,254
26-11-2025,PUNJAB,Jalandhar,21,377
26-11-2025,PUNJAB,Kapurthala,4,163
26-11-2025,PUNJAB,Ludhiana,26,705
26-11-2025,PUNJAB,Malerkotla,1,44
26-11-2025,PUNJAB,Mansa,5,133
26-11-2025,PUNJAB,Moga,3,131
26-11-2025,PUNJAB,Muktsar,1,59
26-11-2025,PUNJAB,Nawanshahr,0,31
26-11-2025,PUNJAB,Pathankot,0,41
26-11-2025,PUNJAB,Patiala,7,281
26-11-2025,PUNJAB,Rupnagar,0,109
26-11-2025,PUNJAB,S.A.S Nagar(Mohali),2,20
26-11-2025,PUNJAB,SAS Nagar (Mohali),8,169
26-11-2025,PUNJAB,Sangrur,7,287
26-11-2025,PUNJAB,Shaheed Bhagat Singh Nagar,1,43
26-11-2025,PUNJAB,Sri Muktsar Sahib,1,91
26-11-2025,PUNJAB,Tarn Taran,3,159
26-11-2025,Pondicherry,Karaikal,0,11
26-11-2025,Pondicherry,Pondicherry,5,82
26-11-2025,RAJASTHAN,Ajmer,34,432
26-11-2025,RAJASTHAN,Alwar,52,516
26-11-2025,RAJASTHAN,Balotra,1,6
26-11-2025,RAJASTHAN,Banswara,27,399
26-11-2025,RAJASTHAN,Baran,9,162
26-11-2025,RAJASTHAN,Barmer,28,264
26-11-2025,RAJASTHAN,Beawar,0,3
26-11-2025,RAJASTHAN,Bharatpur,32,364
26-11-2025,RAJASTHAN,Bhilwara,6,284
26-11-2025,RAJASTHAN,Bikaner,25,244
26-11-2025,RAJASTHAN,Bundi,27,244
26-11-2025,RAJASTHAN,Chittaurgarh,0,14
26-11-2025,RAJASTHAN,Chittorgarh,20,194
26-11-2025,RAJASTHAN,Churu,22,247
26-11-2025,RAJASTHAN,Dausa,34,170
26-11-2025,RAJASTHAN,Deeg ,0,8
26-11-2025,RAJASTHAN,Dhaulpur,0,3
26-11-2025,RAJASTHAN,Dholpur,32,201
26-11-2025,RAJASTHAN,Didwana-Kuchaman,0,6
26-11-2025,RAJASTHAN,Dungarpur,23,268
26-11-2025,RAJASTHAN,Ganganagar,22,308
26-11-2025,RAJASTHAN,Hanumangarh,19,349
26-11-2025,RAJASTHAN,Jaipur,94,1231
26-11-2025,RAJASTHAN,Jaisalmer,7,84
26-11-2025,RAJASTHAN,Jalor,15,265
26-11-2025,RAJASTHAN,Jalore,2,8
26-11-2025,RAJASTHAN,Jhalawar,23,334
26-11-2025,RAJASTHAN,Jhunjhunu,0,24
26-11-2025,RAJASTHAN,Jhunjhunun,27,337
26-11-2025,RAJASTHAN,Jodhpur,47,506
26-11-2025,RAJASTHAN,Karauli,33,225
26-11-2025,RAJASTHAN,Khairthal-Tijara,0,13
26-11-2025,RAJASTHAN,Kota,29,328
26-11-2025,RAJASTHAN,Kotputli-Behror,1,12
26-11-2025,RAJASTHAN,Nagaur,33,532
26-11-2025,RAJASTHAN,Pali,12,310
26-11-2025,RAJASTHAN,Phalodi,0,3
26-11-2025,RAJASTHAN,Pratapgarh,6,301
26-11-2025,RAJASTHAN,Rajsamand,22,261
26-11-2025,RAJASTHAN,Salumbar,0,4
26-11-2025,RAJASTHAN,Sawai Madhopur,23,274
26-11-2025,RAJASTHAN,Sikar,36,434
26-11-2025,RAJASTHAN,Sirohi,10,195
26-11-2025,RAJASTHAN,Tonk,41,324
26-11-2025,RAJASTHAN,Udaipur,38,709
26-11-2025,SIKKIM,East,2,24
26-11-2025,SIKKIM,East Sikkim,3,9
26-11-2025,SIKKIM,Namchi,0,1
26-11-2025,SIKKIM,North,0,3
26-11-2025,SIKKIM,North Sikkim,0,2
26-11-2025,SIKKIM,South,0,6
26-11-2025,SIKKIM,South Sikkim,0,4
26-11-2025,SIKKIM,West,0,12
26-11-2025,SIKKIM,West Sikkim,1,2
26-11-2025,TAMIL NADU,Ariyalur,28,162
26-11-2025,TAMIL NADU,Chengalpattu,28,268
26-11-2025,TAMIL NADU,Chennai,158,1373
26-11-2025,TAMIL NADU,Coimbatore,116,1045
26-11-2025,TAMIL NADU,Cuddalore,140,665
26-11-2025,TAMIL NADU,Dharmapuri,78,315
26-11-2025,TAMIL NADU,Dindigul,49,414
26-11-2025,TAMIL NADU,Erode,68,560
26-11-2025,TAMIL NADU,Kallakurichi,15,85
26-11-2025,TAMIL NADU,Kancheepuram,141,999
26-11-2025,TAMIL NADU,Kanniyakumari,32,288
26-11-2025,TAMIL NADU,Kanyakumari,11,108
26-11-2025,TAMIL NADU,Karur,33,196
26-11-2025,TAMIL NADU,Krishnagiri,77,405
26-11-2025,TAMIL NADU,Madurai,108,863
26-11-2025,TAMIL NADU,Mayiladuthurai,5,31
26-11-2025,TAMIL NADU,Nagapattinam,36,312
26-11-2025,TAMIL NADU,Namakkal,98,314
26-11-2025,TAMIL NADU,Perambalur,25,114
26-11-2025,TAMIL NADU,Pudukkottai,65,429
26-11-2025,TAMIL NADU,Ramanathapuram,43,323
26-11-2025,TAMIL NADU,Ranipet,0,15
26-11-2025,TAMIL NADU,Salem,133,727
26-11-2025,TAMIL NADU,Sivaganga,49,304
26-11-2025,TAMIL NADU,Tenkasi,22,66
26-11-2025,TAMIL NADU,Thanjavur,78,454
26-11-2025,TAMIL NADU,The Nilgiris,28,170
26-11-2025,TAMIL NADU,Theni,44,310
26-11-2025,TAMIL NADU,Thiruvallur,2,19
26-11-2025,TAMIL NADU,Thiruvarur,54,316
26-11-2025,TAMIL NADU,Thoothukkudi,68,382
26-11-2025,TAMIL NADU,Tiruchirappalli,124,616
26-11-2025,TAMIL NADU,Tirunelveli,89,497
26-11-2025,TAMIL NADU,Tirupattur,14,72
26-11-2025,TAMIL NADU,Tiruppur,87,576
26-11-2025,TAMIL NADU,Tiruvallur,148,918
26-11-2025,TAMIL NADU,Tiruvannamalai,57,360
26-11-2025,TAMIL NADU,Vellore,119,680
26-11-2025,TAMIL NADU,Villupuram,84,244
26-11-2025,TAMIL NADU,Viluppuram,25,400
26-11-2025,TAMIL NADU,Virudhunagar,31,379
26-11-2025,TELANGANA,Adilabad,36,195
26-11-2025,TELANGANA,Bhadradri Kothagudem,47,208
26-11-2025,TELANGANA,Hanumakonda,8,129
26-11-2025,TELANGANA,Hyderabad,143,781
26-11-2025,TELANGANA,Jagitial,8,60
26-11-2025,TELANGANA,Jangaon,0,1
26-11-2025,TELANGANA,Jangoan,9,66
26-11-2025,TELANGANA,Jayashankar Bhupalpally,8,75
26-11-2025,TELANGANA,Jogulamba Gadwal,17,63
26-11-2025,TELANGANA,K.v. Rangareddy,140,720
26-11-2025,TELANGANA,Kamareddy,14,94
26-11-2025,TELANGANA,Karimnagar,29,296
26-11-2025,TELANGANA,Khammam,27,166
26-11-2025,TELANGANA,Komaram Bheem,24,128
26-11-2025,TELANGANA,Mahabubabad,12,101
26-11-2025,TELANGANA,Mahabubnagar,81,316
26-11-2025,TELANGANA,Mancherial,10,59
26-11-2025,TELANGANA,Medak,45,278
26-11-2025,TELANGANA,Medchal-malkajgiri,59,318
26-11-2025,TELANGANA,Medchal−malkajgiri,6,8
26-11-2025,TELANGANA,Mulugu,2,40
26-11-2025,TELANGANA,Nagarkurnool,12,96
26-11-2025,TELANGANA,Nalgonda,25,285
26-11-2025,TELANGANA,Narayanpet,11,60
26-11-2025,TELANGANA,Nirmal,36,188
26-11-2025,TELANGANA,Nizamabad,26,243
26-11-2025,TELANGANA,Peddapalli,5,54
26-11-2025,TELANGANA,Rajanna Sircilla,1,18
26-11-2025,TELANGANA,Rangareddy,3,13
26-11-2025,TELANGANA,Sangareddy,27,151
26-11-2025,TELANGANA,Siddipet,15,149
26-11-2025,TELANGANA,Suryapet,27,192
26-11-2025,TELANGANA,Vikarabad,59,292
26-11-2025,TELANGANA,Wanaparthy,8,62
26-11-2025,TELANGANA,Warangal,30,111
26-11-2025,TELANGANA,Warangal Rural,6,100
26-11-2025,TELANGANA,Warangal Urban,3,22
26-11-2025,TELANGANA,Yadadri.,18,132
26-11-2025,TRIPURA,Dhalai,15,197
26-11-2025,TRIPURA,Dhalai  *,0,3
26-11-2025,TRIPURA,Gomati,6,35
26-11-2025,TRIPURA,Khowai,5,13
26-11-2025,TRIPURA,North Tripura,5,90
26-11-2025,TRIPURA,Sepahijala,1,19
26-11-2025,TRIPURA,South Tripura,13,165
26-11-2025,TRIPURA,Unakoti,0,14
26-11-2025,TRIPURA,West Tripura,15,192
26-11-2025,UTTAR PRADESH,Agra,79,1274
26-11-2025,UTTAR PRADESH,Aligarh,20,452
26-11-2025,UTTAR PRADESH,Allahabad,50,974
26-11-2025,UTTAR PRADESH,Ambedkar Nagar,30,472
26-11-2025,UTTAR PRADESH,Amethi,15,291
26-11-2025,UTTAR PRADESH,Amroha,17,440
26-11-2025,UTTAR PRADESH,Auraiya,11,299
26-11-2025,UTTAR PRADESH,Ayodhya,1,40
26-11-2025,UTTAR PRADESH,Azamgarh,51,814
26-11-2025,UTTAR PRADESH,Baghpat,22,345
26-11-2025,UTTAR PRADESH,Bagpat,0,1
26-11-2025,UTTAR PRADESH,Bahraich,36,852
26-11-2025,UTTAR PRADESH,Ballia,47,542
26-11-2025,UTTAR PRADESH,Balrampur,22,562
26-11-2025,UTTAR PRADESH,Banda,30,466
26-11-2025,UTTAR PRADESH,Bara Banki,25,675
26-11-2025,UTTAR PRADESH,Barabanki,0,63
26-11-2025,UTTAR PRADESH,Bareilly,54,1558
26-11-2025,UTTAR PRADESH,Basti,33,452
26-11-2025,UTTAR PRADESH,Bhadohi,3,29
26-11-2025,UTTAR PRADESH,Bijnor,31,1317
26-11-2025,UTTAR PRADESH,Budaun,31,690
26-11-2025,UTTAR PRADESH,Bulandshahar,0,11
26-11-2025,UTTAR PRADESH,Bulandshahr,66,974
26-11-2025,UTTAR PRADESH,Chandauli,19,274
26-11-2025,UTTAR PRADESH,Chitrakoot,11,226
26-11-2025,UTTAR PRADESH,Deoria,44,619
26-11-2025,UTTAR PRADESH,Etah,14,366
26-11-2025,UTTAR PRADESH,Etawah,17,347
26-11-2025,UTTAR PRADESH,Faizabad,18,287
26-11-2025,UTTAR PRADESH,Farrukhabad,22,576
26-11-2025,UTTAR PRADESH,Fatehpur,30,668
26-11-2025,UTTAR PRADESH,Firozabad,36,671
26-11-2025,UTTAR PRADESH,Gautam Buddha Nagar,28,446
26-11-2025,UTTAR PRADESH,Ghaziabad,74,1051
26-11-2025,UTTAR PRADESH,Ghazipur,29,538
26-11-2025,UTTAR PRADESH,Gonda,37,698
26-11-2025,UTTAR PRADESH,Gorakhpur,59,941
26-11-2025,UTTAR PRADESH,Hamirpur,14,296
26-11-2025,UTTAR PRADESH,Hapur,15,196
26-11-2025,UTTAR PRADESH,Hardoi,45,891
26-11-2025,UTTAR PRADESH,Hathras,23,461
26-11-2025,UTTAR PRADESH,Jalaun,15,460
26-11-2025,UTTAR PRADESH,Jaunpur,47,541
26-11-2025,UTTAR PRADESH,Jhansi,15,360
26-11-2025,UTTAR PRADESH,Jyotiba Phule Nagar,0,11
26-11-2025,UTTAR PRADESH,Kannauj,15,384
26-11-2025,UTTAR PRADESH,Kanpur Dehat,23,283
26-11-2025,UTTAR PRADESH,Kanpur Nagar,42,1227
26-11-2025,UTTAR PRADESH,Kasganj,13,298
26-11-2025,UTTAR PRADESH,Kaushambi,22,327
26-11-2025,UTTAR PRADESH,Kheri,47,1192
26-11-2025,UTTAR PRADESH,Kushinagar,35,564
26-11-2025,UTTAR PRADESH,Kushinagar *,0,1
26-11-2025,UTTAR PRADESH,Lalitpur,6,151
26-11-2025,UTTAR PRADESH,Lucknow,60,1282
26-11-2025,UTTAR PRADESH,Maharajganj,36,597
26-11-2025,UTTAR PRADESH,Mahoba,8,167
26-11-2025,UTTAR PRADESH,Mainpuri,24,356
26-11-2025,UTTAR PRADESH,Mathura,20,376
26-11-2025,UTTAR PRADESH,Mau,8,220
26-11-2025,UTTAR PRADESH,Meerut,39,558
26-11-2025,UTTAR PRADESH,Mirzapur,29,399
26-11-2025,UTTAR PRADESH,Moradabad,47,1004
26-11-2025,UTTAR PRADESH,Muzaffarnagar,32,802
26-11-2025,UTTAR PRADESH,Pilibhit,30,567
26-11-2025,UTTAR PRADESH,Pratapgarh,22,489
26-11-2025,UTTAR PRADESH,Prayagraj,9,98
26-11-2025,UTTAR PRADESH,Rae Bareli,38,432
26-11-2025,UTTAR PRADESH,Rampur,29,845
26-11-2025,UTTAR PRADESH,Saharanpur,30,967
26-11-2025,UTTAR PRADESH,Sambhal,13,390
26-11-2025,UTTAR PRADESH,Sant Kabir Nagar,23,473
26-11-2025,UTTAR PRADESH,Sant Ravidas Nagar,19,263
26-11-2025,UTTAR PRADESH,Sant Ravidas Nagar Bhadohi,0,2
26-11-2025,UTTAR PRADESH,Shahjahanpur,40,821
26-11-2025,UTTAR PRADESH,Shamli,27,482
26-11-2025,UTTAR PRADESH,Shrawasti,16,305
26-11-2025,UTTAR PRADESH,Siddharthnagar,49,661
26-11-2025,UTTAR PRADESH,Sitapur,32,910
26-11-2025,UTTAR PRADESH,Sonbhadra,30,381
26-11-2025,UTTAR PRADESH,Sultanpur,27,446
26-11-2025,UTTAR PRADESH,Unnao,37,595
26-11-2025,UTTAR PRADESH,Varanasi,68,1501
26-11-2025,UTTARAKHAND,Almora,5,39
26-11-2025,UTTARAKHAND,Bageshwar,2,32
26-11-2025,UTTARAKHAND,Chamoli,4,36
26-11-2025,UTTARAKHAND,Champawat,9,89
26-11-2025,UTTARAKHAND,Dehradun,31,277
26-11-2025,UTTARAKHAND,Garhwal,0,1
26-11-2025,UTTARAKHAND,Hardwar,0,11
26-11-2025,UTTARAKHAND,Haridwar,17,190
26-11-2025,UTTARAKHAND,Nainital,13,169
26-11-2025,UTTARAKHAND,Pauri Garhwal,4,52
26-11-2025,UTTARAKHAND,Pithoragarh,1,56
26-11-2025,UTTARAKHAND,Rudraprayag,4,29
26-11-2025,UTTARAKHAND,Tehri Garhwal,3,94
26-11-2025,UTTARAKHAND,Udham Singh Nagar,25,283
26-11-2025,UTTARAKHAND,Uttarkashi,1,25
26-11-2025,WEST BENGAL,Alipurduar,11,40
26-11-2025,WEST BENGAL,Bankura,55,449
26-11-2025,WEST BENGAL,Barddhaman,49,853
26-11-2025,WEST BENGAL,Bardhaman,2,270
26-11-2025,WEST BENGAL,Birbhum,34,450
26-11-2025,WEST BENGAL,Cooch Behar,46,421
26-11-2025,WEST BENGAL,Dakshin Dinajpur,16,349
26-11-2025,WEST BENGAL,Darjeeling,57,621
26-11-2025,WEST BENGAL,Darjiling,0,136
26-11-2025,WEST BENGAL,East Midnapore,5,173
26-11-2025,WEST BENGAL,Haora,2,506
26-11-2025,WEST BENGAL,Hooghly,71,1432
26-11-2025,WEST BENGAL,Howrah,32,748
26-11-2025,WEST BENGAL,Hugli,0,21
26-11-2025,WEST BENGAL,Jalpaiguri,82,1474
26-11-2025,WEST BENGAL,Jhargram,5,54
26-11-2025,WEST BENGAL,Kalimpong,0,8
26-11-2025,WEST BENGAL,Koch Bihar,0,301
26-11-2025,WEST BENGAL,Kolkata,31,1886
26-11-2025,WEST BENGAL,Malda,72,1207
26-11-2025,WEST BENGAL,Maldah,0,329
26-11-2025,WEST BENGAL,Murshidabad,156,2810
26-11-2025,WEST BENGAL,Nadia,79,1899
26-11-2025,WEST BENGAL,North 24 Parganas,102,3084
26-11-2025,WEST BENGAL,North Dinajpur,0,31
26-11-2025,WEST BENGAL,North Twenty Four Parganas,5,368
26-11-2025,WEST BENGAL,Paschim Bardhaman,10,142
26-11-2025,WEST BENGAL,Paschim Medinipur,136,1320
26-11-2025,WEST BENGAL,Purba Bardhaman,16,104
26-11-2025,WEST BENGAL,Purba Medinipur,76,866
