state_normalized,district_cleaned,enrol_child,enrol_youth,enrol_adult,demo_child,demo_youth,demo_adult,bio_child,bio_youth,bio_adult,total_enrolment,total_updates,update_intensity,youth_pressure,adult_pressure,biometric_ratio,upi,pressure_level
MAHARASHTRA,Gondia,25,4,0,0,18,957,0,26,839,29,1840,61.33333333,0.023900054,0.975556763,0.469853341,0.272419441,MODERATE
MAHARASHTRA,Gondiya,2780,104,6,0,3464,60154,0,35448,61066,2890,160132,55.38983051,0.242998008,0.756995747,0.602711496,0.363592914,MODERATE
MAHARASHTRA,Gondiya *,53,4,0,0,27,1981,0,67,1341,57,3416,58.89655172,0.027509511,0.972197834,0.41205736,0.258432565,MODERATE
MAHARASHTRA,Hingoli,6359,1457,373,0,2729,93822,0,45691,71373,8189,213615,26.08241758,0.226668414,0.773326904,0.548011385,0.317351843,MODERATE
MAHARASHTRA,Hingoli *,1,0,0,0,0,3,0,0,9,1,12,6,0,0.923076923,0.692307692,0.251166747,MODERATE
MAHARASHTRA,Jalgaon,10454,2579,227,0,7782,143294,0,148853,268531,13260,568460,42.86705377,0.27554221,0.724456031,0.734235066,0.390119758,MODERATE
MAHARASHTRA,Jalna,4627,944,19,0,4102,75438,0,71820,120872,5590,272232,48.69111071,0.278886101,0.721110225,0.707820139,0.391143242,MODERATE
MAHARASHTRA,Kolhapur,6423,985,72,0,5819,124115,0,118410,152674,7480,401018,53.60486566,0.309783327,0.690214179,0.675987921,0.398600345,MODERATE
MAHARASHTRA,Latur,5828,1631,148,0,5957,119670,0,74375,172366,7607,372368,48.94426919,0.215732244,0.78426507,0.662624977,0.361909227,MODERATE
MAHARASHTRA,Mumbai,10594,3881,77,0,7094,128389,0,119615,284744,14552,539842,37.09489452,0.234714537,0.76528361,0.749030737,0.374989355,MODERATE
MAHARASHTRA,Mumbai City,2314,449,166,0,4950,46925,0,28377,19194,2929,99446,33.94061433,0.335123231,0.664866713,0.478355305,0.34343371,MODERATE
MAHARASHTRA,Mumbai Suburban,12480,4946,790,0,19869,173108,0,99373,74817,18216,367167,20.15518472,0.324761417,0.675235859,0.474414982,0.325643633,MODERATE
MAHARASHTRA,Mumbai( Sub Urban ),340,79,0,0,51,3590,0,454,4473,419,8568,20.4,0.058933364,0.940949936,0.574979578,0.265687436,MODERATE
MAHARASHTRA,Nagpur,10093,1502,233,0,13044,145857,0,112851,238072,11828,509824,43.09950123,0.246937675,0.753060364,0.688320502,0.371402608,MODERATE
MAHARASHTRA,Nanded,9164,2447,336,0,7187,229602,0,124730,217810,11947,579329,48.48752929,0.227706143,0.772292131,0.591269225,0.349476101,MODERATE
MAHARASHTRA,Nandurbar,7649,2630,237,0,2966,38078,0,67146,132601,10516,240791,22.89540744,0.291172464,0.708823383,0.829541679,0.396036589,MODERATE
MAHARASHTRA,Nandurbar *,106,33,1,0,0,600,0,16,1629,140,2245,15.92198582,0.007123776,0.992430988,0.732413179,0.279766942,MODERATE
MAHARASHTRA,Nashik,16262,5802,304,0,14785,231315,0,213100,363506,22368,822706,36.77884572,0.276994118,0.723004666,0.700864342,0.377175729,MODERATE
MAHARASHTRA,Osmanabad,3303,713,10,0,3015,105818,0,62688,92367,4026,263888,65.5296747,0.248979685,0.751016526,0.587576595,0.372207362,MODERATE
MAHARASHTRA,Palghar,7343,3191,165,0,9003,113104,0,91196,66756,10699,280059,26.17373832,0.357776905,0.642219524,0.56399343,0.361544432,MODERATE
MAHARASHTRA,Parbhani,5062,1011,199,0,4432,112397,0,77890,106136,6272,300855,47.96030607,0.273625921,0.726370755,0.611674688,0.367652709,MODERATE
MAHARASHTRA,Pune,24088,6536,1139,0,32644,405834,0,283480,322282,31763,1044240,32.87495278,0.302730883,0.697268159,0.580097889,0.354711622,MODERATE
MAHARASHTRA,Raigad,2585,743,105,0,3584,38777,0,4153,9872,3433,56386,16.41991846,0.137212478,0.862769787,0.248727544,0.214253048,LOW
MAHARASHTRA,Raigarh,4414,815,1,0,4049,81818,0,74452,82211,5230,242530,46.36398394,0.323674087,0.67632179,0.645950415,0.389092679,MODERATE
MAHARASHTRA,Raigarh(MH),72,16,0,0,8,845,0,24,476,88,1353,15.20224719,0.023633678,0.97562777,0.369276219,0.204306571,LOW
MAHARASHTRA,Ratnagiri,2352,219,32,0,2652,50357,0,56842,82347,2603,192198,73.80875576,0.309543754,0.690451043,0.724192113,0.429225658,MODERATE
MAHARASHTRA,Sangli,5697,1802,133,0,3462,86422,0,94241,128772,7632,312897,40.99266344,0.312251916,0.687744888,0.712733862,0.394892636,MODERATE
MAHARASHTRA,Satara,5148,717,156,0,3951,94272,0,103754,105815,6021,307792,51.11125872,0.349926736,0.650070015,0.680876433,0.409621218,MODERATE
MAHARASHTRA,Sindhudurg,1121,59,22,0,1069,26823,0,21284,27093,1202,76269,63.39900249,0.293077226,0.706909663,0.634286089,0.39400582,MODERATE
MAHARASHTRA,Solapur,9537,2495,260,0,7735,257811,0,154623,179884,12292,600053,48.81257626,0.270572315,0.729426018,0.557461495,0.355638281,MODERATE
MAHARASHTRA,Thane,29092,13629,967,0,36090,411163,0,202896,368377,43688,1018526,23.31309941,0.234638846,0.765360172,0.560881548,0.319893306,MODERATE
MAHARASHTRA,Wardha,1859,89,5,0,2320,28022,0,41487,84972,1953,156801,80.24616172,0.279377814,0.720615808,0.806488438,0.444382792,MODERATE
MAHARASHTRA,Washim,3041,300,45,0,1584,52290,0,44911,93709,3386,192494,56.83318571,0.241538741,0.758456064,0.720122601,0.39038707,MODERATE
MAHARASHTRA,Washim *,28,4,0,0,6,989,0,60,779,32,1834,55.57575758,0.035967302,0.963487738,0.457220708,0.267649153,MODERATE
MAHARASHTRA,Yavatmal,6054,1339,201,0,5104,191008,0,92600,234587,7594,523299,68.90046083,0.186707434,0.813290655,0.625237913,0.364562221,MODERATE
MANIPUR,Bishnupur,516,559,42,0,5183,36872,0,19678,10631,1117,72364,64.72629696,0.343550059,0.656436122,0.418835072,0.363590714,MODERATE
MANIPUR,Chandel,244,510,5,0,1247,7742,0,4719,3964,759,17672,23.25263158,0.337577095,0.662366322,0.491314434,0.336402588,MODERATE
MANIPUR,Churachandpur,1256,3274,108,0,2734,16539,0,11461,7351,4638,38085,8.209743479,0.372709132,0.627264612,0.493934779,0.332889737,MODERATE
MANIPUR,Imphal East,559,564,9,0,7534,48486,0,36938,22336,1132,115294,101.7599294,0.385723579,0.614267748,0.51410729,0.434439643,MODERATE
MANIPUR,Imphal West,645,559,32,0,7316,52034,0,36009,25302,1236,120661,97.5432498,0.359060848,0.640930865,0.508121861,0.420674034,MODERATE
MANIPUR,Jiribam,53,91,1,0,305,1692,0,452,1514,145,3963,27.14383562,0.190968718,0.808779011,0.495963673,0.295889896,MODERATE
MANIPUR,Kakching,39,69,1,0,600,2725,0,1363,684,109,5372,48.83636364,0.365345245,0.634468639,0.380978969,0.346188166,MODERATE
MANIPUR,Pherzawl,1,10,0,0,14,162,0,2,0,11,178,14.83333333,0.089385475,0.905027933,0.011173184,0.145087146,LOW
MANIPUR,Senapati,764,721,16,0,4776,20734,0,12619,9977,1501,48106,32.02796272,0.361589789,0.638389424,0.469702954,0.347820991,MODERATE
MANIPUR,Tamenglong,297,634,29,0,2211,8220,0,4067,3787,960,18285,19.02705515,0.343322761,0.656622553,0.429508914,0.320390701,MODERATE
MANIPUR,Thoubal,423,638,6,0,7639,51605,0,32794,23249,1067,115287,107.9466292,0.350712997,0.649278329,0.486113039,0.42360326,MODERATE
MANIPUR,Ukhrul,343,424,14,0,1903,13273,0,6363,7327,781,28866,36.91304348,0.286347733,0.713617626,0.474243946,0.330385248,MODERATE
MEGHALAYA,East Garo Hills,1012,3366,1674,0,251,6094,0,975,1749,6052,9069,1.498265323,0.135170893,0.864718853,0.300330761,0.21010784,LOW
MEGHALAYA,East Jaintia Hills,983,2354,1796,0,445,2949,0,2042,740,5133,6176,1.202960654,0.402622632,0.597215477,0.450380444,0.325590495,MODERATE
MEGHALAYA,East Khasi Hills,4258,14606,9948,0,1876,14484,0,8982,12022,28812,37364,1.296775761,0.290592801,0.709380436,0.562130336,0.315580582,MODERATE
MEGHALAYA,Eastern West Khasi Hills,3,226,589,0,49,257,0,2,6,818,314,0.383394383,0.161904762,0.834920635,0.025396825,0.156529241,LOW
MEGHALAYA,Jaintia Hills,4,0,0,0,1,24,0,1,7,4,33,6.6,0.058823529,0.911764706,0.235294118,0.174299646,LOW
MEGHALAYA,Kamrup,13,71,59,0,0,0,0,0,0,143,0,0,0,0,0,0,LOW
MEGHALAYA,North Garo Hills,457,1854,758,0,182,3650,0,816,427,3069,5075,1.653094463,0.196611505,0.803191489,0.244877857,0.21708405,LOW
MEGHALAYA,Ri Bhoi,1338,4598,3372,0,866,7350,0,2847,1677,9308,12740,1.368568052,0.291421395,0.708500118,0.35507417,0.270387661,MODERATE
MEGHALAYA,South Garo Hills,568,2427,1446,0,250,3754,0,584,701,4441,5289,1.190679874,0.157655955,0.842155009,0.242911153,0.204132605,LOW
MEGHALAYA,South West Garo Hills,2417,1656,883,0,493,6689,0,2485,2430,4956,12097,2.440387331,0.246156389,0.753760952,0.406265498,0.268693666,MODERATE
MEGHALAYA,South West Khasi Hills,789,1543,1114,0,643,4097,0,1894,1538,3446,8172,2.37075718,0.310412333,0.689465313,0.419919246,0.291514058,MODERATE
MEGHALAYA,West Garo Hills,4545,6790,4540,0,1141,13829,0,8275,25195,15875,48440,3.051146384,0.194380793,0.805598563,0.690943622,0.315857747,MODERATE
MEGHALAYA,West Jaintia Hills,2382,5636,3798,0,898,6562,0,4302,1875,11816,13637,1.154015402,0.381287579,0.618639097,0.452925649,0.319505333,MODERATE
MEGHALAYA,West Khasi Hills,2410,8178,5310,0,1331,9213,0,3326,2728,15898,16598,1.043965029,0.28055907,0.719380686,0.364720766,0.268824308,MODERATE
MIZORAM,Aizawl,762,236,61,0,1533,11359,0,26633,11044,1059,50569,47.70660377,0.556970536,0.44300969,0.74504647,0.484434218,MODERATE
MIZORAM,Champhai,805,269,91,0,576,5893,0,11652,4316,1165,22437,19.24271012,0.544968357,0.454987075,0.71164988,0.445052488,MODERATE
MIZORAM,Hnahthial,2,0,0,0,4,43,0,10,7,2,64,21.33333333,0.215384615,0.769230769,0.261538462,0.24461017,LOW
MIZORAM,Khawzawl,5,7,24,0,8,27,0,6,2,36,43,1.162162162,0.318181818,0.659090909,0.181818182,0.238098978,LOW
MIZORAM,Kolasib,189,51,35,0,678,3189,0,8032,2899,275,14798,53.61594203,0.588553281,0.411379147,0.738630989,0.498676416,MODERATE
MIZORAM,Lawngtlai,1164,381,97,0,391,4004,0,8990,4440,1642,17825,10.8490566,0.526253787,0.473690116,0.753393919,0.44008209,MODERATE
MIZORAM,Lunglei,541,116,69,0,1087,6236,0,10249,5040,726,22612,31.10316369,0.501304559,0.498651218,0.676115509,0.435525324,MODERATE
MIZORAM,Mamit,141,27,3,0,330,1479,0,8827,1888,171,12524,72.81395349,0.731097804,0.268822355,0.855489022,0.587594481,HIGH
MIZORAM,Mammit,71,8,0,0,35,601,0,1723,1134,79,3493,43.6625,0.503148254,0.496565541,0.817687464,0.479689301,MODERATE
MIZORAM,Saiha,374,181,102,0,215,1636,0,4477,1279,657,7607,11.56079027,0.616719243,0.383149317,0.756572029,0.469487489,MODERATE
MIZORAM,Saitual,2,3,7,0,8,119,0,37,40,12,204,15.69230769,0.219512195,0.775609756,0.375609756,0.266409156,MODERATE
MIZORAM,Serchhip,80,16,6,0,437,2018,0,4895,2709,102,10059,97.66019417,0.530019881,0.469880716,0.755864811,0.528166029,HIGH
NAGALAND,Chumukedima,37,97,50,0,254,1583,0,245,406,184,2488,13.44864865,0.200482121,0.799116111,0.261550824,0.233663646,LOW
NAGALAND,Dimapur,1118,1802,276,0,817,7398,0,9331,15892,3196,33438,10.45918048,0.303477975,0.69649212,0.754298873,0.370929081,MODERATE
NAGALAND,Kiphire,163,693,52,0,261,1697,0,1576,2734,908,6268,6.895489549,0.293029191,0.706811294,0.68750997,0.349453617,MODERATE
NAGALAND,Kohima,562,952,107,0,276,3032,0,3226,10727,1621,17261,10.64180025,0.202873363,0.797068706,0.808307265,0.351835199,MODERATE
NAGALAND,Longleng,205,636,48,0,132,688,0,671,2003,889,3494,3.925842697,0.229756795,0.769957082,0.76509299,0.343952717,MODERATE
NAGALAND,Meluri,2,13,2,0,8,88,0,160,705,17,961,53.38888889,0.174636175,0.824324324,0.899168399,0.405502424,MODERATE
NAGALAND,Mokokchung,132,315,43,0,189,2507,0,2120,6425,490,11241,22.89409369,0.2053905,0.794520548,0.760096068,0.354204743,MODERATE
NAGALAND,Mon,618,1434,171,0,837,3825,0,5267,8777,2223,18706,8.410971223,0.32629497,0.673651574,0.750735019,0.375168927,MODERATE
NAGALAND,Niuland,14,15,2,0,57,316,0,110,175,31,658,20.5625,0.253414264,0.745068285,0.432473445,0.294589032,MODERATE
NAGALAND,Noklak,70,246,38,0,62,385,0,227,520,354,1194,3.363380282,0.241841004,0.757322176,0.625104603,0.316305942,MODERATE
NAGALAND,Peren,511,843,100,0,391,1413,0,1819,2765,1454,6388,4.390378007,0.345907028,0.653936453,0.717483174,0.369919915,MODERATE
NAGALAND,Phek,309,695,39,0,155,1313,0,1620,7138,1043,10226,9.795019157,0.173560184,0.826342036,0.856360614,0.3524771,MODERATE
NAGALAND,Shamator,3,221,23,0,51,382,0,36,134,247,603,2.431451613,0.144039735,0.854304636,0.281456954,0.209477379,LOW
NAGALAND,Tseminyu,7,15,10,0,7,84,0,53,133,32,277,8.393939394,0.215827338,0.78057554,0.669064748,0.322643503,MODERATE
NAGALAND,Tuensang,512,983,84,0,464,3775,0,2650,7058,1579,13947,8.82721519,0.223257815,0.77667049,0.696013765,0.331654179,MODERATE
NAGALAND,Wokha,118,410,30,0,132,1773,0,1973,4954,558,8832,15.79964222,0.23831088,0.761575909,0.784218272,0.3626372,MODERATE
NAGALAND,Zunheboto,131,583,47,0,221,2218,0,1477,6486,761,10402,13.65091864,0.163222147,0.836681726,0.765452273,0.333129824,MODERATE
ODISHA,ANGUL,1,0,0,0,1,8,0,3,2,1,14,7,0.266666667,0.666666667,0.333333333,0.256838812,MODERATE
ODISHA,Angul,2582,413,14,0,4007,25448,0,32301,31747,3009,93503,31.0641196,0.388304244,0.611685062,0.684976044,0.402455112,MODERATE
ODISHA,Anugal,1,2,0,0,0,11,0,0,4,3,15,3.75,0,0.9375,0.25,0.153151947,LOW
ODISHA,Anugul,129,27,0,0,79,1524,0,437,1462,156,3502,22.30573248,0.147302312,0.852412218,0.542106766,0.287697631,MODERATE
ODISHA,Balangir,4254,924,56,0,4999,32805,0,46325,42648,5234,126777,24.21719198,0.404833646,0.595158466,0.701801574,0.404458316,MODERATE
ODISHA,Baleshwar,641,204,0,0,767,9516,0,5494,15570,845,31347,37.05319149,0.19972566,0.80024244,0.671940794,0.347166896,MODERATE
ODISHA,Baleswar,4864,1147,4,0,8027,35181,0,60252,44411,6015,147871,24.57962101,0.461743941,0.538249297,0.707794579,0.423754669,MODERATE
ODISHA,Bargarh,4329,818,3,0,4540,30165,0,41870,38922,5150,115497,22.42224811,0.40182514,0.598166202,0.699509948,0.401237104,MODERATE
ODISHA,Baudh,138,33,0,0,59,1067,0,936,3904,171,5966,34.68604651,0.166750461,0.833081951,0.81112787,0.365185925,MODERATE
ODISHA,Bhadrak,3369,1137,14,0,6869,33174,0,51497,40578,4520,132118,29.22318071,0.441768406,0.558224025,0.696909604,0.41979828,MODERATE
ODISHA,Boudh,1177,245,2,0,1352,7835,0,12444,11863,1424,33494,23.5045614,0.411882371,0.588087774,0.725690402,0.411180461,MODERATE
ODISHA,Cuttack,4040,1025,15,0,5831,42805,0,65497,69264,5080,183397,36.0946664,0.388924634,0.611069914,0.734800816,0.418605838,MODERATE
ODISHA,Debagarh,776,95,5,0,1020,6962,0,8406,7841,876,24229,27.62713797,0.389021874,0.610936855,0.670532398,0.396079269,MODERATE
ODISHA,Dhenkanal,2358,525,8,0,4436,24867,0,37411,38664,2891,105378,36.43775934,0.397109481,0.602881029,0.721918029,0.418648741,MODERATE
ODISHA,Gajapati,1658,318,18,0,3254,18070,0,30076,28866,1994,80266,40.23358396,0.415239139,0.584748402,0.734324193,0.430765095,MODERATE
ODISHA,Ganjam,6709,996,9,0,12562,82023,0,94544,87307,7714,276436,35.83097861,0.387451752,0.61254463,0.657838857,0.400969683,MODERATE
ODISHA,JAJPUR,1967,456,49,0,2586,15996,0,20905,15643,2472,55130,22.29276183,0.426094212,0.573887649,0.662930112,0.400579413,MODERATE
ODISHA,Jagatsinghapur,2821,304,24,0,2499,13109,0,26284,21891,3149,63783,20.24857143,0.451257369,0.548726953,0.755283457,0.426636985,MODERATE
ODISHA,Jagatsinghpur,626,68,0,0,230,4943,0,2860,9233,694,17266,24.84316547,0.178954074,0.820988012,0.700353275,0.334830266,MODERATE
ODISHA,Jajapur,2014,481,2,0,3818,22431,0,28109,31245,2497,85603,34.26861489,0.372961544,0.627026774,0.693355451,0.402735776,MODERATE
ODISHA,Jajpur,10,7,0,0,6,229,0,85,201,17,521,28.94444444,0.174329502,0.823754789,0.54789272,0.303777974,MODERATE
ODISHA,Jharsuguda,1071,86,0,0,1824,14847,0,13418,12371,1157,42460,36.66666667,0.358964697,0.641011752,0.60735734,0.381883233,MODERATE
ODISHA,Kalahandi,3350,1071,64,0,5491,41886,0,42854,52056,4485,142287,31.71801159,0.339768638,0.660224334,0.667027437,0.384135019,MODERATE
ODISHA,Kandhamal,2603,438,8,0,4717,27055,0,28755,30958,3049,91485,29.99508197,0.365870188,0.634118882,0.65270096,0.387351465,MODERATE
ODISHA,Kendrapara,3161,753,48,0,5322,34358,0,39525,38623,3962,117828,29.7320212,0.380610885,0.619380628,0.663232311,0.393968396,MODERATE
ODISHA,Kendujhar,4330,1032,15,0,7193,46872,0,47370,54574,5377,156009,29.00873931,0.349740401,0.650253189,0.653445292,0.381540668,MODERATE
ODISHA,Khorda,3496,654,165,0,5724,31869,0,48459,45859,4315,131911,30.56325301,0.410751107,0.589241312,0.715006974,0.415507603,MODERATE
ODISHA,Khordha,385,98,13,0,179,4429,0,1672,7323,496,13603,27.37022133,0.136062923,0.86386357,0.661202587,0.315458779,MODERATE
ODISHA,Koraput,3172,1165,46,0,4920,36510,0,47162,56820,4383,145412,33.16879562,0.358166051,0.641827072,0.715080495,0.401837203,MODERATE
ODISHA,Malkangiri,2333,486,4,0,3367,17487,0,27302,20713,2823,68869,24.38703966,0.445317264,0.554668215,0.697183099,0.41614427,MODERATE
ODISHA,Mayurbhanj,6227,1860,35,0,9764,61707,0,77366,79552,8122,228389,28.11633633,0.381496563,0.618499059,0.687061605,0.397873571,MODERATE
ODISHA,Nabarangapur,4174,1990,65,0,4234,37588,0,45252,45323,6229,132397,21.25152488,0.373766975,0.626225472,0.684111542,0.388001187,MODERATE
ODISHA,Nabarangpur,327,103,12,0,0,0,0,0,0,442,0,0,0,0,0,0,LOW
ODISHA,Nayagarh,2080,271,11,0,3399,19496,0,30129,30715,2362,83739,35.43757935,0.400382135,0.599605923,0.726582278,0.419691742,MODERATE
ODISHA,Nuapada,1701,417,2,0,2473,15770,0,23106,23845,2120,65194,30.73738802,0.392346039,0.607638623,0.720162589,0.411115595,MODERATE
ODISHA,Puri,2959,548,4,0,3861,26976,0,36327,35154,3511,102318,29.13382688,0.392771626,0.607218601,0.698609251,0.404914411,MODERATE
ODISHA,Rayagada,2370,672,3,0,4156,27317,0,29519,29352,3045,90344,29.65988181,0.372737838,0.627251093,0.651624329,0.388907329,MODERATE
ODISHA,Sambalpur,2234,317,1,0,3679,26399,0,26666,25524,2552,82268,32.22405014,0.368850965,0.63113688,0.634382331,0.386465154,MODERATE
ODISHA,Sonapur,1266,221,1,0,2173,10990,0,15279,10976,1488,39418,26.47280054,0.442730663,0.557243969,0.666049367,0.410573901,MODERATE
ODISHA,Subarnapur,339,60,0,0,290,4019,0,1902,4573,399,10784,26.96,0.203245248,0.796662031,0.600370885,0.322474685,MODERATE
ODISHA,Sundargarh,486,105,0,0,398,6626,0,3142,11889,591,22055,37.25506757,0.160500544,0.839454117,0.681492564,0.337322851,MODERATE
ODISHA,Sundergarh,3341,640,19,0,5523,37152,0,47566,46692,4000,136933,34.22469383,0.387697723,0.612294974,0.688346211,0.406153377,MODERATE
ODISHA,jajpur,14,4,0,0,17,137,0,86,126,18,366,19.26315789,0.280653951,0.716621253,0.577656676,0.333521905,MODERATE
Orissa,Anugul,42,9,0,0,15,195,0,57,149,51,416,8,0.172661871,0.824940048,0.494004796,0.27052707,MODERATE
Orissa,Balangir,328,108,0,0,241,4549,0,2473,9600,436,16863,38.58810069,0.160934535,0.839006167,0.7159037,0.346346551,MODERATE
Orissa,Baleshwar,337,47,0,0,241,1763,0,1068,2704,384,5776,15.0025974,0.226588195,0.773238705,0.652934049,0.329349732,MODERATE
Orissa,Baleswar,2,1,0,0,0,6,0,6,5,3,17,4.25,0.333333333,0.611111111,0.611111111,0.336922537,MODERATE
Orissa,Bargarh,82,7,0,0,44,722,0,260,755,89,1781,19.78888889,0.170594837,0.828843996,0.569584736,0.298416682,MODERATE
Orissa,Baudh,4,0,0,0,0,4,0,0,5,4,9,1.8,0,0.9,0.5,0.202388743,LOW
Orissa,Bhadrak,332,39,0,0,245,2362,0,1564,4041,371,8212,22.07526882,0.220260563,0.779617679,0.682454645,0.340922788,MODERATE
Orissa,Cuttack,265,57,0,0,97,1938,0,1033,5274,322,8342,25.82662539,0.135442886,0.864437253,0.755963083,0.334556756,MODERATE
Orissa,Debagarh,7,0,0,0,0,7,0,2,3,7,12,1.5,0.153846154,0.769230769,0.384615385,0.22667885,LOW
Orissa,Dhenkanal,108,18,0,0,46,634,0,441,1131,126,2252,17.73228346,0.216156236,0.783399911,0.697736352,0.33865761,MODERATE
Orissa,Gajapati,8,0,0,0,1,63,0,9,57,8,130,14.44444444,0.076335878,0.916030534,0.503816794,0.248748336,LOW
Orissa,Ganjam,354,48,0,0,328,3926,0,1719,5292,402,11265,27.9528536,0.181697142,0.818214096,0.62231493,0.321615965,MODERATE
Orissa,Jagatsinghapur,31,4,0,0,3,78,0,57,170,35,308,8.555555556,0.194174757,0.802588997,0.734627832,0.330549759,MODERATE
Orissa,Jajapur,93,18,0,0,51,433,0,165,594,111,1243,11.09821429,0.173633441,0.825562701,0.610128617,0.299597945,MODERATE
Orissa,Jharsuguda,25,0,0,0,12,103,0,20,47,25,182,7,0.174863388,0.819672131,0.366120219,0.241792668,LOW
Orissa,Kalahandi,11,0,0,0,0,18,0,3,11,11,32,2.666666667,0.090909091,0.878787879,0.424242424,0.221764221,LOW
Orissa,Kandhamal,30,2,0,0,12,261,0,39,187,32,499,15.12121212,0.102,0.896,0.452,0.246543946,LOW
Orissa,Kendrapara,49,4,0,0,18,221,0,47,191,53,477,8.833333333,0.135983264,0.861924686,0.49790795,0.260890181,MODERATE
Orissa,Kendrapara *,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LOW
Orissa,Kendujhar,39,10,0,0,12,361,0,53,236,49,662,13.24,0.098039216,0.900452489,0.435897436,0.239955754,LOW
Orissa,Khorda,1,1,0,0,0,5,0,2,2,2,9,3,0.2,0.7,0.4,0.243516233,LOW
Orissa,Khordha,629,97,0,0,205,3843,0,1868,11761,726,17677,24.31499312,0.117264396,0.882679036,0.770958253,0.330727629,MODERATE
Orissa,Koraput,94,25,0,0,31,799,0,229,1000,119,2059,17.15833333,0.126213592,0.873300971,0.596601942,0.288006354,MODERATE
Orissa,Malkangiri,40,7,0,0,15,203,0,51,170,47,439,9.145833333,0.15,0.847727273,0.502272727,0.266481681,MODERATE
Orissa,Mayurbhanj,31,1,0,0,6,44,0,12,55,32,117,3.545454545,0.152542373,0.838983051,0.56779661,0.275474956,MODERATE
Orissa,Nabarangapur,1,2,0,0,1,13,0,0,11,3,25,6.25,0.038461538,0.923076923,0.423076923,0.208014807,LOW
Orissa,Nayagarh,92,12,0,0,47,570,0,361,827,104,1805,17.19047619,0.225913621,0.773532669,0.657807309,0.332350794,MODERATE
Orissa,Nuapada,2,0,0,0,0,2,0,0,2,2,4,1.333333333,0,0.8,0.4,0.169865865,LOW
Orissa,Puri,194,26,0,0,115,1911,0,861,2581,220,5468,24.74208145,0.178460413,0.821356738,0.629365515,0.318959543,MODERATE
Orissa,Rayagada,146,35,0,0,23,875,0,162,1266,181,2326,12.78021978,0.079501504,0.920068758,0.613665664,0.272945563,MODERATE
Orissa,Sambalpur,21,4,0,0,11,231,0,22,110,25,374,14.38461538,0.088,0.909333333,0.352,0.21942746,LOW
Orissa,Sonapur,22,0,0,0,10,94,0,18,52,22,174,7.565217391,0.16,0.834285714,0.4,0.245176062,LOW
Orissa,Subarnapur,6,0,0,0,4,47,0,12,18,6,81,11.57142857,0.195121951,0.792682927,0.365853659,0.25187618,MODERATE
Orissa,Sundargarh,121,18,0,0,19,617,0,180,976,139,1792,12.8,0.110987172,0.888455103,0.644729504,0.289528179,MODERATE
Orissa,Sundergarh,0,1,0,0,0,1,0,0,2,1,3,1.5,0,0.75,0.5,0.18697585,LOW
PUDUCHERRY,Karaikal,363,30,12,0,1337,4081,0,5587,7926,405,18931,46.62807882,0.365729981,0.634217198,0.713765054,0.417277363,MODERATE
PUDUCHERRY,Pondicherry,3,0,0,0,6,21,0,6,47,3,80,20,0.148148148,0.839506173,0.654320988,0.309117246,MODERATE
PUDUCHERRY,Puducherry,1213,85,32,0,2736,17038,0,16187,12467,1330,48428,36.38467318,0.390736955,0.609242396,0.59167028,0.387990576,MODERATE
PUDUCHERRY,Yanam,6,1,0,0,10,75,0,48,53,7,186,23.25,0.310160428,0.684491979,0.540106952,0.338104924,MODERATE
PUNJAB,Amritsar,7633,1775,247,0,6399,92676,0,56802,98206,9655,254083,26.31348384,0.248740574,0.75125549,0.610065962,0.338055914,MODERATE
PUNJAB,Barnala,926,79,8,0,677,12827,0,16109,19430,1013,49043,48.36587771,0.342264089,0.657715521,0.724635022,0.41413471,MODERATE
PUNJAB,Bathinda,2388,298,18,0,2044,35376,0,42639,54101,2704,134160,49.59704251,0.333055061,0.666937486,0.721073934,0.411727326,MODERATE
PUNJAB,Faridkot,793,99,10,0,826,13896,0,15023,24389,902,54134,59.94905869,0.29276808,0.707213448,0.728031772,0.41108423,MODERATE
PUNJAB,Fatehgarh Sahib,891,144,13,0,932,14414,0,17318,20081,1048,52745,50.28122021,0.345997801,0.65398324,0.709039548,0.413768305,MODERATE
PUNJAB,Fazilka,1630,271,10,0,2036,29626,0,29691,31704,1911,93057,48.66997908,0.34093791,0.659051344,0.659749833,0.399764472,MODERATE
PUNJAB,Ferozepur,1262,114,5,0,1875,26320,0,24604,30726,1381,83525,60.43777135,0.317015061,0.682972967,0.662428465,0.404656415,MODERATE
PUNJAB,Firozpur,347,48,0,0,159,6365,0,1965,9515,395,18004,45.46464646,0.117967231,0.881977229,0.637600666,0.322674713,MODERATE
PUNJAB,Gurdaspur,4436,558,126,0,4847,67125,0,40136,79099,5120,191207,37.33782464,0.235256893,0.764737877,0.623587925,0.347823452,MODERATE
PUNJAB,Hoshiarpur,3515,401,218,0,3118,43431,0,33856,58908,4134,139313,33.69117291,0.265400462,0.73459236,0.665862727,0.362819517,MODERATE
PUNJAB,Jalandhar,3314,732,72,0,2995,48136,0,50422,90848,4118,192401,46.71060937,0.277632249,0.722362553,0.734243927,0.394592824,MODERATE
PUNJAB,Kapurthala,2067,446,1213,0,771,13101,0,18246,35857,3726,67975,18.23852965,0.279760504,0.720224785,0.795913264,0.380476625,MODERATE
PUNJAB,Ludhiana,12209,4573,832,0,7364,112339,0,81491,109436,17614,310630,17.6344025,0.286046789,0.713949992,0.614642454,0.34197531,MODERATE
