date,state_normalized,district_cleaned,age_0_5,age_5_17,age_18_greater
25-11-2025,MADHYA PRADESH,Chhindwara,122,6,0
25-11-2025,MADHYA PRADESH,Damoh,83,15,1
25-11-2025,MADHYA PRADESH,Datia,44,11,0
25-11-2025,MADHYA PRADESH,Dewas,85,18,0
25-11-2025,MADHYA PRADESH,Dhar,117,28,0
25-11-2025,MADHYA PRADESH,Dindori,28,0,0
25-11-2025,MADHYA PRADESH,East Nimar,23,7,0
25-11-2025,MADHYA PRADESH,Guna,60,6,0
25-11-2025,MADHYA PRADESH,Gwalior,119,26,12
25-11-2025,MADHYA PRADESH,Harda,18,2,1
25-11-2025,MADHYA PRADESH,Harda *,9,1,0
25-11-2025,MADHYA PRADESH,Hoshangabad,54,7,0
25-11-2025,MADHYA PRADESH,Indore,214,39,1
25-11-2025,MADHYA PRADESH,Jabalpur,117,5,14
25-11-2025,MADHYA PRADESH,Jhabua,64,37,0
25-11-2025,MADHYA PRADESH,Katni,114,31,2
25-11-2025,MADHYA PRADESH,Khandwa,40,12,0
25-11-2025,MADHYA PRADESH,Khargone,87,16,0
25-11-2025,MADHYA PRADESH,Maihar,10,0,0
25-11-2025,MADHYA PRADESH,Mandla,80,5,0
25-11-2025,MADHYA PRADESH,Mandsaur,100,13,0
25-11-2025,MADHYA PRADESH,Mauganj,4,0,0
25-11-2025,MADHYA PRADESH,Morena,99,35,7
25-11-2025,MADHYA PRADESH,Narmadapuram,8,2,0
25-11-2025,MADHYA PRADESH,Narsimhapur,11,4,0
25-11-2025,MADHYA PRADESH,Narsinghpur,60,16,0
25-11-2025,MADHYA PRADESH,Neemuch,59,8,0
25-11-2025,MADHYA PRADESH,Niwari,1,1,0
25-11-2025,MADHYA PRADESH,Pandhurna,1,0,0
25-11-2025,MADHYA PRADESH,Panna,91,30,0
25-11-2025,MADHYA PRADESH,Raisen,65,10,5
25-11-2025,MADHYA PRADESH,Rajgarh,63,16,1
25-11-2025,MADHYA PRADESH,Ratlam,114,19,1
25-11-2025,MADHYA PRADESH,Rewa,133,12,0
25-11-2025,MADHYA PRADESH,Sagar,150,14,0
25-11-2025,MADHYA PRADESH,Satna,155,16,0
25-11-2025,MADHYA PRADESH,Sehore,37,8,0
25-11-2025,MADHYA PRADESH,Seoni,94,3,0
25-11-2025,MADHYA PRADESH,Shahdol,46,8,0
25-11-2025,MADHYA PRADESH,Shajapur,58,6,0
25-11-2025,MADHYA PRADESH,Sheopur,31,15,0
25-11-2025,MADHYA PRADESH,Shivpuri,64,24,1
25-11-2025,MADHYA PRADESH,Sidhi,72,3,1
25-11-2025,MADHYA PRADESH,Singrauli,59,9,0
25-11-2025,MADHYA PRADESH,Tikamgarh,74,7,0
25-11-2025,MADHYA PRADESH,Ujjain,147,18,0
25-11-2025,MADHYA PRADESH,Umaria,40,13,0
25-11-2025,MADHYA PRADESH,Vidisha,57,16,0
25-11-2025,MADHYA PRADESH,West Nimar,8,1,0
25-11-2025,MAHARASHTRA,Ahmadnagar,123,24,0
25-11-2025,MAHARASHTRA,Ahmed Nagar,1,0,0
25-11-2025,MAHARASHTRA,Akola,69,8,0
25-11-2025,MAHARASHTRA,Amravati,79,4,2
25-11-2025,MAHARASHTRA,Aurangabad,170,53,5
25-11-2025,MAHARASHTRA,Beed,66,16,0
25-11-2025,MAHARASHTRA,Bhandara,41,1,0
25-11-2025,MAHARASHTRA,Bid,7,2,0
25-11-2025,MAHARASHTRA,Buldana,15,1,0
25-11-2025,MAHARASHTRA,Buldhana,77,9,1
25-11-2025,MAHARASHTRA,Chandrapur,62,7,2
25-11-2025,MAHARASHTRA,Chatrapati Sambhaji Nagar,2,0,6
25-11-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,9,3,30
25-11-2025,MAHARASHTRA,Dharashiv,0,0,1
25-11-2025,MAHARASHTRA,Dhule,97,21,4
25-11-2025,MAHARASHTRA,Gadchiroli,30,1,1
25-11-2025,MAHARASHTRA,Gondiya,54,2,1
25-11-2025,MAHARASHTRA,Gondiya *,1,0,0
25-11-2025,MAHARASHTRA,Hingoli,53,9,0
25-11-2025,MAHARASHTRA,Jalgaon,131,12,0
25-11-2025,MAHARASHTRA,Jalna,76,9,0
25-11-2025,MAHARASHTRA,Kolhapur,144,5,0
25-11-2025,MAHARASHTRA,Latur,94,11,1
25-11-2025,MAHARASHTRA,Mumbai,252,43,1
25-11-2025,MAHARASHTRA,Mumbai City,42,5,0
25-11-2025,MAHARASHTRA,Mumbai Suburban,186,31,4
25-11-2025,MAHARASHTRA,Mumbai( Sub Urban ),9,2,0
25-11-2025,MAHARASHTRA,Nagpur,176,18,0
25-11-2025,MAHARASHTRA,Nanded,89,15,3
25-11-2025,MAHARASHTRA,Nandurbar,79,12,4
25-11-2025,MAHARASHTRA,Nandurbar *,2,0,0
25-11-2025,MAHARASHTRA,Nashik,226,64,2
25-11-2025,MAHARASHTRA,Osmanabad,54,4,0
25-11-2025,MAHARASHTRA,Palghar,127,25,0
25-11-2025,MAHARASHTRA,Parbhani,95,16,0
25-11-2025,MAHARASHTRA,Pune,418,82,3
25-11-2025,MAHARASHTRA,Raigad,14,11,21
25-11-2025,MAHARASHTRA,Raigarh,94,15,0
25-11-2025,MAHARASHTRA,Ratnagiri,47,2,1
25-11-2025,MAHARASHTRA,Sangli,66,15,0
25-11-2025,MAHARASHTRA,Satara,82,6,3
25-11-2025,MAHARASHTRA,Sindhudurg,20,0,0
25-11-2025,MAHARASHTRA,Solapur,193,28,2
25-11-2025,MAHARASHTRA,Thane,423,126,2
25-11-2025,MAHARASHTRA,Wardha,35,0,0
25-11-2025,MAHARASHTRA,Washim,42,1,0
25-11-2025,MAHARASHTRA,Yavatmal,88,5,0
25-11-2025,MANIPUR,Bishnupur,8,5,0
25-11-2025,MANIPUR,Chandel,1,2,0
25-11-2025,MANIPUR,Churachandpur,7,11,1
25-11-2025,MANIPUR,Imphal East,13,7,0
25-11-2025,MANIPUR,Imphal West,4,1,0
25-11-2025,MANIPUR,Jiribam,0,1,0
25-11-2025,MANIPUR,Kakching,1,1,0
25-11-2025,MANIPUR,Senapati,24,7,0
25-11-2025,MANIPUR,Tamenglong,4,7,0
25-11-2025,MANIPUR,Thoubal,3,10,0
25-11-2025,MANIPUR,Ukhrul,3,2,0
25-11-2025,MEGHALAYA,East Garo Hills,2,5,6
25-11-2025,MEGHALAYA,East Jaintia Hills,1,2,0
25-11-2025,MEGHALAYA,East Khasi Hills,16,25,80
25-11-2025,MEGHALAYA,Eastern West Khasi Hills,0,2,0
25-11-2025,MEGHALAYA,North Garo Hills,1,6,0
25-11-2025,MEGHALAYA,Ri Bhoi,3,6,0
25-11-2025,MEGHALAYA,South Garo Hills,2,4,88
25-11-2025,MEGHALAYA,South West Garo Hills,6,5,0
25-11-2025,MEGHALAYA,South West Khasi Hills,1,2,0
25-11-2025,MEGHALAYA,West Garo Hills,29,22,18
25-11-2025,MEGHALAYA,West Jaintia Hills,5,4,48
25-11-2025,MEGHALAYA,West Khasi Hills,5,5,0
25-11-2025,MIZORAM,Aizawl,7,3,0
25-11-2025,MIZORAM,Champhai,0,1,0
25-11-2025,MIZORAM,Lawngtlai,6,7,0
25-11-2025,MIZORAM,Lunglei,2,1,0
25-11-2025,MIZORAM,Mamit,3,1,0
25-11-2025,MIZORAM,Saiha,0,0,1
25-11-2025,NAGALAND,Chumukedima,0,2,1
25-11-2025,NAGALAND,Dimapur,8,3,1
25-11-2025,NAGALAND,Kiphire,0,1,0
25-11-2025,NAGALAND,Kohima,2,3,0
25-11-2025,NAGALAND,Longleng,1,0,0
25-11-2025,NAGALAND,Mokokchung,0,3,1
25-11-2025,NAGALAND,Mon,0,2,0
25-11-2025,NAGALAND,Peren,1,0,0
25-11-2025,NAGALAND,Phek,1,2,1
25-11-2025,NAGALAND,Shamator,0,0,1
25-11-2025,NAGALAND,Tuensang,0,0,2
25-11-2025,ODISHA,ANGUL,1,0,0
25-11-2025,ODISHA,Angul,35,6,1
25-11-2025,ODISHA,Anugul,2,1,0
25-11-2025,ODISHA,Balangir,62,9,1
25-11-2025,ODISHA,Baleshwar,6,2,0
25-11-2025,ODISHA,Baleswar,50,12,0
25-11-2025,ODISHA,Bargarh,76,6,0
25-11-2025,ODISHA,Baudh,1,0,0
25-11-2025,ODISHA,Bhadrak,58,12,0
25-11-2025,ODISHA,Boudh,15,0,1
25-11-2025,ODISHA,Cuttack,52,6,0
25-11-2025,ODISHA,Debagarh,9,1,0
25-11-2025,ODISHA,Dhenkanal,29,6,0
25-11-2025,ODISHA,Gajapati,24,5,0
25-11-2025,ODISHA,Ganjam,112,15,1
25-11-2025,ODISHA,JAJPUR,19,2,0
25-11-2025,ODISHA,Jagatsinghapur,42,3,0
25-11-2025,ODISHA,Jagatsinghpur,11,1,0
25-11-2025,ODISHA,Jajapur,14,2,0
25-11-2025,ODISHA,Jharsuguda,17,2,0
25-11-2025,ODISHA,Kalahandi,33,14,4
25-11-2025,ODISHA,Kandhamal,38,6,0
25-11-2025,ODISHA,Kendrapara,42,8,3
25-11-2025,ODISHA,Kendujhar,67,15,0
25-11-2025,ODISHA,Khorda,71,13,7
25-11-2025,ODISHA,Khordha,2,1,0
25-11-2025,ODISHA,Koraput,26,7,9
25-11-2025,ODISHA,Malkangiri,35,2,1
25-11-2025,ODISHA,Mayurbhanj,71,10,0
25-11-2025,ODISHA,Nabarangapur,34,24,0
25-11-2025,ODISHA,Nayagarh,26,2,0
25-11-2025,ODISHA,Nuapada,23,4,2
25-11-2025,ODISHA,Puri,50,4,0
25-11-2025,ODISHA,Rayagada,29,10,1
25-11-2025,ODISHA,Sambalpur,29,5,0
25-11-2025,ODISHA,Sonapur,9,3,0
25-11-2025,ODISHA,Subarnapur,0,1,0
25-11-2025,ODISHA,Sundargarh,3,1,0
25-11-2025,ODISHA,Sundergarh,46,11,0
25-11-2025,Orissa,Balangir,8,2,0
25-11-2025,Orissa,Baleshwar,3,1,0
25-11-2025,Orissa,Bhadrak,5,0,0
25-11-2025,Orissa,Cuttack,6,1,0
25-11-2025,Orissa,Dhenkanal,3,1,0
25-11-2025,Orissa,Ganjam,6,1,0
25-11-2025,Orissa,Jajapur,1,0,0
25-11-2025,Orissa,Kendujhar,0,1,0
25-11-2025,Orissa,Khordha,9,1,0
25-11-2025,Orissa,Koraput,2,1,0
25-11-2025,Orissa,Malkangiri,1,0,0
25-11-2025,Orissa,Mayurbhanj,1,0,0
25-11-2025,Orissa,Puri,4,0,0
25-11-2025,Orissa,Rayagada,2,1,0
25-11-2025,Orissa,Sundargarh,2,0,0
25-11-2025,PUDUCHERRY,Karaikal,4,1,0
25-11-2025,PUDUCHERRY,Puducherry,18,1,0
25-11-2025,PUNJAB,Amritsar,26,6,7
25-11-2025,PUNJAB,Barnala,6,0,0
25-11-2025,PUNJAB,Bathinda,18,3,0
25-11-2025,PUNJAB,Faridkot,4,0,0
25-11-2025,PUNJAB,Fatehgarh Sahib,6,0,0
25-11-2025,PUNJAB,Fazilka,8,2,0
25-11-2025,PUNJAB,Ferozepur,6,0,0
25-11-2025,PUNJAB,Firozpur,2,1,0
25-11-2025,PUNJAB,Gurdaspur,19,1,0
25-11-2025,PUNJAB,Hoshiarpur,26,0,0
25-11-2025,PUNJAB,Jalandhar,52,10,0
25-11-2025,PUNJAB,Kapurthala,10,1,5
25-11-2025,PUNJAB,Ludhiana,60,19,0
25-11-2025,PUNJAB,Malerkotla,9,0,0
25-11-2025,PUNJAB,Mansa,7,0,0
25-11-2025,PUNJAB,Moga,3,1,0
25-11-2025,PUNJAB,Muktsar,1,0,0
25-11-2025,PUNJAB,Nawanshahr,3,1,0
25-11-2025,PUNJAB,Pathankot,4,0,0
25-11-2025,PUNJAB,Patiala,25,1,0
25-11-2025,PUNJAB,Rupnagar,8,0,0
25-11-2025,PUNJAB,S.A.S Nagar(Mohali),2,0,0
25-11-2025,PUNJAB,SAS Nagar (Mohali),26,3,0
25-11-2025,PUNJAB,Sangrur,15,4,0
25-11-2025,PUNJAB,Shaheed Bhagat Singh Nagar,7,1,0
25-11-2025,PUNJAB,Sri Muktsar Sahib,3,1,0
25-11-2025,PUNJAB,Tarn Taran,17,2,0
25-11-2025,Pondicherry,Karaikal,1,0,0
25-11-2025,Pondicherry,Pondicherry,18,1,0
25-11-2025,Pondicherry,Yanam,1,0,0
25-11-2025,RAJASTHAN,Ajmer,128,33,1
25-11-2025,RAJASTHAN,Alwar,124,34,1
25-11-2025,RAJASTHAN,Balotra,1,0,0
25-11-2025,RAJASTHAN,Banswara,47,38,0
25-11-2025,RAJASTHAN,Baran,106,27,1
25-11-2025,RAJASTHAN,Barmer,107,47,2
25-11-2025,RAJASTHAN,Bharatpur,68,34,0
25-11-2025,RAJASTHAN,Bhilwara,133,26,1
25-11-2025,RAJASTHAN,Bikaner,67,38,1
25-11-2025,RAJASTHAN,Bundi,65,29,1
25-11-2025,RAJASTHAN,Chittaurgarh,2,2,0
25-11-2025,RAJASTHAN,Chittorgarh,69,21,0
25-11-2025,RAJASTHAN,Churu,88,41,0
25-11-2025,RAJASTHAN,Dausa,90,19,1
25-11-2025,RAJASTHAN,Deeg,0,2,0
25-11-2025,RAJASTHAN,Dhaulpur,1,3,0
25-11-2025,RAJASTHAN,Dholpur,44,23,0
25-11-2025,RAJASTHAN,Dungarpur,61,26,0
25-11-2025,RAJASTHAN,Ganganagar,62,9,0
25-11-2025,RAJASTHAN,Hanumangarh,52,11,1
25-11-2025,RAJASTHAN,Jaipur,354,84,7
25-11-2025,RAJASTHAN,Jaisalmer,14,7,0
25-11-2025,RAJASTHAN,Jalor,81,75,1
25-11-2025,RAJASTHAN,Jalore,0,1,0
25-11-2025,RAJASTHAN,Jhalawar,75,26,0
25-11-2025,RAJASTHAN,Jhunjhunu,2,1,0
25-11-2025,RAJASTHAN,Jhunjhunun,87,11,7
25-11-2025,RAJASTHAN,Jodhpur,163,87,2
25-11-2025,RAJASTHAN,Karauli,88,17,0
25-11-2025,RAJASTHAN,Kota,206,33,1
25-11-2025,RAJASTHAN,Nagaur,129,48,0
25-11-2025,RAJASTHAN,Pali,118,24,0
25-11-2025,RAJASTHAN,Pratapgarh,18,16,1
25-11-2025,RAJASTHAN,Rajsamand,59,13,0
25-11-2025,RAJASTHAN,Sawai Madhopur,78,38,0
25-11-2025,RAJASTHAN,Sikar,113,18,1
25-11-2025,RAJASTHAN,Sirohi,53,21,1
25-11-2025,RAJASTHAN,Tonk,118,22,1
25-11-2025,RAJASTHAN,Udaipur,133,70,4
25-11-2025,SIKKIM,East,5,0,0
25-11-2025,SIKKIM,East Sikkim,3,0,0
25-11-2025,SIKKIM,North Sikkim,3,0,0
25-11-2025,SIKKIM,South,0,1,0
25-11-2025,SIKKIM,South Sikkim,2,0,0
25-11-2025,SIKKIM,West,0,1,0
25-11-2025,SIKKIM,West Sikkim,2,0,0
25-11-2025,TAMIL NADU,Ariyalur,44,16,0
25-11-2025,TAMIL NADU,Chengalpattu,14,3,0
25-11-2025,TAMIL NADU,Chennai,219,44,1
25-11-2025,TAMIL NADU,Coimbatore,172,55,0
25-11-2025,TAMIL NADU,Cuddalore,127,24,0
25-11-2025,TAMIL NADU,Dharmapuri,127,21,0
25-11-2025,TAMIL NADU,Dindigul,79,31,0
25-11-2025,TAMIL NADU,Erode,65,27,0
25-11-2025,TAMIL NADU,Kallakurichi,4,1,0
25-11-2025,TAMIL NADU,Kancheepuram,192,63,0
25-11-2025,TAMIL NADU,Kanniyakumari,34,1,0
25-11-2025,TAMIL NADU,Kanyakumari,26,1,0
25-11-2025,TAMIL NADU,Karur,60,7,0
25-11-2025,TAMIL NADU,Krishnagiri,80,24,0
25-11-2025,TAMIL NADU,Madurai,158,15,0
25-11-2025,TAMIL NADU,Mayiladuthurai,4,1,0
25-11-2025,TAMIL NADU,Nagapattinam,47,13,0
25-11-2025,TAMIL NADU,Namakkal,60,14,0
25-11-2025,TAMIL NADU,Perambalur,23,5,0
25-11-2025,TAMIL NADU,Pudukkottai,77,19,0
25-11-2025,TAMIL NADU,Ramanathapuram,56,9,0
25-11-2025,TAMIL NADU,Ranipet,4,0,0
25-11-2025,TAMIL NADU,Salem,130,27,16
25-11-2025,TAMIL NADU,Sivaganga,59,10,0
25-11-2025,TAMIL NADU,Tenkasi,13,2,0
25-11-2025,TAMIL NADU,Thanjavur,77,23,0
25-11-2025,TAMIL NADU,The Nilgiris,22,9,0
25-11-2025,TAMIL NADU,Theni,54,11,0
25-11-2025,TAMIL NADU,Thiruvallur,5,2,0
25-11-2025,TAMIL NADU,Thiruvarur,50,8,0
25-11-2025,TAMIL NADU,Thoothukkudi,64,17,0
25-11-2025,TAMIL NADU,Tiruchirappalli,126,23,0
25-11-2025,TAMIL NADU,Tirunelveli,128,22,0
25-11-2025,TAMIL NADU,Tirupattur,18,3,0
25-11-2025,TAMIL NADU,Tiruppur,77,22,0
25-11-2025,TAMIL NADU,Tiruvallur,185,67,0
25-11-2025,TAMIL NADU,Tiruvannamalai,85,6,3
25-11-2025,TAMIL NADU,Vellore,161,32,0
25-11-2025,TAMIL NADU,Villupuram,124,14,0
25-11-2025,TAMIL NADU,Viluppuram,80,18,0
25-11-2025,TAMIL NADU,Virudhunagar,92,9,0
25-11-2025,TELANGANA,Adilabad,37,2,0
25-11-2025,TELANGANA,Bhadradri Kothagudem,21,4,0
25-11-2025,TELANGANA,Hanumakonda,13,3,0
25-11-2025,TELANGANA,Hyderabad,200,49,4
25-11-2025,TELANGANA,Jagitial,11,2,1
25-11-2025,TELANGANA,Jangoan,12,1,0
25-11-2025,TELANGANA,Jayashankar Bhupalpally,10,3,0
25-11-2025,TELANGANA,Jogulamba Gadwal,9,1,2
25-11-2025,TELANGANA,K.v. Rangareddy,209,42,1
25-11-2025,TELANGANA,Kamareddy,26,1,0
25-11-2025,TELANGANA,Karimnagar,71,8,0
25-11-2025,TELANGANA,Khammam,40,6,0
25-11-2025,TELANGANA,Komaram Bheem,9,4,0
25-11-2025,TELANGANA,Mahabubabad,21,1,0
25-11-2025,TELANGANA,Mahabubnagar,98,22,0
25-11-2025,TELANGANA,Mancherial,18,2,0
25-11-2025,TELANGANA,Medak,94,28,0
25-11-2025,TELANGANA,Medchal-malkajgiri,45,16,2
25-11-2025,TELANGANA,Medchal−malkajgiri,15,2,0
25-11-2025,TELANGANA,Mulugu,6,1,0
25-11-2025,TELANGANA,Nagarkurnool,12,3,0
25-11-2025,TELANGANA,Nalgonda,79,15,0
25-11-2025,TELANGANA,Narayanpet,11,2,0
25-11-2025,TELANGANA,Nirmal,18,3,0
25-11-2025,TELANGANA,Nizamabad,54,10,0
25-11-2025,TELANGANA,Peddapalli,7,0,0
25-11-2025,TELANGANA,Rajanna Sircilla,11,1,0
25-11-2025,TELANGANA,Rangareddy,4,1,0
25-11-2025,TELANGANA,Sangareddy,35,3,0
25-11-2025,TELANGANA,Siddipet,32,2,0
25-11-2025,TELANGANA,Suryapet,17,1,0
25-11-2025,TELANGANA,Vikarabad,46,8,0
25-11-2025,TELANGANA,Wanaparthy,15,6,0
25-11-2025,TELANGANA,Warangal,37,4,0
25-11-2025,TELANGANA,Warangal Rural,13,0,0
25-11-2025,TELANGANA,Warangal Urban,8,1,0
25-11-2025,TELANGANA,Yadadri.,18,2,0
25-11-2025,TRIPURA,Dhalai,12,9,0
25-11-2025,TRIPURA,Gomati,6,3,0
25-11-2025,TRIPURA,Khowai,2,3,0
25-11-2025,TRIPURA,North Tripura,17,4,0
25-11-2025,TRIPURA,Sepahijala,18,7,1
25-11-2025,TRIPURA,South Tripura,26,30,0
25-11-2025,TRIPURA,Unakoti,6,1,0
25-11-2025,TRIPURA,West Tripura,29,5,0
25-11-2025,UTTAR PRADESH,Agra,92,75,4
25-11-2025,UTTAR PRADESH,Aligarh,68,51,0
25-11-2025,UTTAR PRADESH,Allahabad,94,55,0
25-11-2025,UTTAR PRADESH,Ambedkar Nagar,46,45,3
25-11-2025,UTTAR PRADESH,Amethi,31,22,0
25-11-2025,UTTAR PRADESH,Amroha,78,29,0
25-11-2025,UTTAR PRADESH,Auraiya,28,14,0
25-11-2025,UTTAR PRADESH,Ayodhya,18,2,0
25-11-2025,UTTAR PRADESH,Azamgarh,59,87,0
25-11-2025,UTTAR PRADESH,Baghpat,42,20,0
25-11-2025,UTTAR PRADESH,Bahraich,64,61,8
25-11-2025,UTTAR PRADESH,Ballia,41,62,0
25-11-2025,UTTAR PRADESH,Balrampur,70,59,0
25-11-2025,UTTAR PRADESH,Banda,31,31,0
25-11-2025,UTTAR PRADESH,Bara Banki,76,19,0
25-11-2025,UTTAR PRADESH,Barabanki,5,3,0
25-11-2025,UTTAR PRADESH,Bareilly,109,57,6
25-11-2025,UTTAR PRADESH,Basti,68,41,0
25-11-2025,UTTAR PRADESH,Bhadohi,7,1,0
25-11-2025,UTTAR PRADESH,Bijnor,171,41,0
25-11-2025,UTTAR PRADESH,Budaun,64,29,2
25-11-2025,UTTAR PRADESH,Bulandshahar,4,0,0
25-11-2025,UTTAR PRADESH,Bulandshahr,98,60,3
25-11-2025,UTTAR PRADESH,Chandauli,28,33,0
25-11-2025,UTTAR PRADESH,Chitrakoot,30,28,0
25-11-2025,UTTAR PRADESH,Deoria,49,42,0
25-11-2025,UTTAR PRADESH,Etah,39,20,2
25-11-2025,UTTAR PRADESH,Etawah,40,15,0
25-11-2025,UTTAR PRADESH,Faizabad,52,32,0
25-11-2025,UTTAR PRADESH,Farrukhabad,34,28,0
25-11-2025,UTTAR PRADESH,Fatehpur,71,26,1
25-11-2025,UTTAR PRADESH,Firozabad,27,28,1
25-11-2025,UTTAR PRADESH,Gautam Buddha Nagar,71,43,1
25-11-2025,UTTAR PRADESH,Ghaziabad,103,74,0
25-11-2025,UTTAR PRADESH,Ghazipur,41,54,0
25-11-2025,UTTAR PRADESH,Gonda,96,60,0
25-11-2025,UTTAR PRADESH,Gorakhpur,95,128,0
25-11-2025,UTTAR PRADESH,Hamirpur,28,14,0
25-11-2025,UTTAR PRADESH,Hapur,28,23,0
25-11-2025,UTTAR PRADESH,Hardoi,81,71,3
25-11-2025,UTTAR PRADESH,Hathras,34,21,0
25-11-2025,UTTAR PRADESH,Jalaun,27,34,9
25-11-2025,UTTAR PRADESH,Jaunpur,51,67,0
25-11-2025,UTTAR PRADESH,Jhansi,45,23,0
25-11-2025,UTTAR PRADESH,Jyotiba Phule Nagar,2,1,0
25-11-2025,UTTAR PRADESH,Kannauj,41,31,0
25-11-2025,UTTAR PRADESH,Kanpur Dehat,38,17,0
25-11-2025,UTTAR PRADESH,Kanpur Nagar,99,102,0
25-11-2025,UTTAR PRADESH,Kasganj,30,21,0
25-11-2025,UTTAR PRADESH,Kaushambi,57,12,0
25-11-2025,UTTAR PRADESH,Kheri,77,74,3
25-11-2025,UTTAR PRADESH,Kushinagar,54,76,2
25-11-2025,UTTAR PRADESH,Lalitpur,48,8,0
25-11-2025,UTTAR PRADESH,Lucknow,125,86,4
25-11-2025,UTTAR PRADESH,Maharajganj,53,59,1
25-11-2025,UTTAR PRADESH,Mahoba,18,6,0
25-11-2025,UTTAR PRADESH,Mahrajganj,0,1,0
25-11-2025,UTTAR PRADESH,Mainpuri,30,29,0
25-11-2025,UTTAR PRADESH,Mathura,76,40,2
25-11-2025,UTTAR PRADESH,Mau,26,48,0
25-11-2025,UTTAR PRADESH,Meerut,79,61,1
25-11-2025,UTTAR PRADESH,Mirzapur,36,33,0
25-11-2025,UTTAR PRADESH,Moradabad,79,31,0
25-11-2025,UTTAR PRADESH,Muzaffarnagar,64,34,0
25-11-2025,UTTAR PRADESH,Pilibhit,38,16,1
25-11-2025,UTTAR PRADESH,Pratapgarh,53,39,0
25-11-2025,UTTAR PRADESH,Prayagraj,10,7,0
25-11-2025,UTTAR PRADESH,Rae Bareli,65,23,0
25-11-2025,UTTAR PRADESH,Rampur,60,36,1
25-11-2025,UTTAR PRADESH,Saharanpur,79,45,0
25-11-2025,UTTAR PRADESH,Sambhal,56,31,2
25-11-2025,UTTAR PRADESH,Sant Kabir Nagar,35,43,2
25-11-2025,UTTAR PRADESH,Sant Ravidas Nagar,26,22,0
25-11-2025,UTTAR PRADESH,Shahjahanpur,60,51,1
25-11-2025,UTTAR PRADESH,Shamli,63,35,0
25-11-2025,UTTAR PRADESH,Shrawasti,15,35,0
25-11-2025,UTTAR PRADESH,Siddharthnagar,50,58,2
25-11-2025,UTTAR PRADESH,Sitapur,61,80,2
25-11-2025,UTTAR PRADESH,Sonbhadra,30,14,1
25-11-2025,UTTAR PRADESH,Sultanpur,67,40,0
25-11-2025,UTTAR PRADESH,Unnao,68,40,0
25-11-2025,UTTAR PRADESH,Varanasi,81,100,0
25-11-2025,UTTARAKHAND,Almora,16,4,0
25-11-2025,UTTARAKHAND,Bageshwar,14,0,0
25-11-2025,UTTARAKHAND,Chamoli,11,1,0
25-11-2025,UTTARAKHAND,Champawat,10,3,0
25-11-2025,UTTARAKHAND,Dehradun,51,16,1
25-11-2025,UTTARAKHAND,Haridwar,49,11,0
25-11-2025,UTTARAKHAND,Nainital,55,6,0
25-11-2025,UTTARAKHAND,Pauri Garhwal,23,4,0
25-11-2025,UTTARAKHAND,Pithoragarh,8,3,0
25-11-2025,UTTARAKHAND,Rudraprayag,10,2,0
25-11-2025,UTTARAKHAND,Tehri Garhwal,22,5,0
25-11-2025,UTTARAKHAND,Udham Singh Nagar,47,12,0
25-11-2025,UTTARAKHAND,Uttarkashi,8,2,0
25-11-2025,WEST BENGAL,Alipurduar,14,7,0
25-11-2025,WEST BENGAL,Bankura,149,26,0
25-11-2025,WEST BENGAL,Barddhaman,211,44,1
25-11-2025,WEST BENGAL,Bardhaman,25,2,0
25-11-2025,WEST BENGAL,Birbhum,171,24,0
25-11-2025,WEST BENGAL,Cooch Behar,92,30,0
25-11-2025,WEST BENGAL,Dakshin Dinajpur,81,13,0
25-11-2025,WEST BENGAL,Darjeeling,48,15,2
25-11-2025,WEST BENGAL,Darjiling,9,1,0
25-11-2025,WEST BENGAL,East Midnapore,36,2,0
25-11-2025,WEST BENGAL,Haora,33,9,0
25-11-2025,WEST BENGAL,Hooghly,189,51,1
25-11-2025,WEST BENGAL,Howrah,139,32,0
25-11-2025,WEST BENGAL,Hugli,3,0,0
25-11-2025,WEST BENGAL,Jalpaiguri,100,48,1
25-11-2025,WEST BENGAL,Jhargram,11,2,0
25-11-2025,WEST BENGAL,Kalimpong,0,1,0
25-11-2025,WEST BENGAL,Koch Bihar,23,12,0
25-11-2025,WEST BENGAL,Kolkata,71,42,4
25-11-2025,WEST BENGAL,Malda,93,55,0
25-11-2025,WEST BENGAL,Maldah,12,2,0
25-11-2025,WEST BENGAL,Medinipur,1,0,0
25-11-2025,WEST BENGAL,Murshidabad,318,54,0
25-11-2025,WEST BENGAL,Nadia,112,38,4
25-11-2025,WEST BENGAL,North 24 Parganas,271,48,4
25-11-2025,WEST BENGAL,North Dinajpur,2,1,0
25-11-2025,WEST BENGAL,North Twenty Four Parganas,16,6,0
25-11-2025,WEST BENGAL,Paschim Bardhaman,19,4,1
25-11-2025,WEST BENGAL,Paschim Medinipur,203,41,0
25-11-2025,WEST BENGAL,Purba Bardhaman,38,6,0
25-11-2025,WEST BENGAL,Purba Medinipur,192,18,0
25-11-2025,WEST BENGAL,Purulia,8,2,0
25-11-2025,WEST BENGAL,Puruliya,105,29,0
25-11-2025,WEST BENGAL,South 24 Parganas,291,74,1
25-11-2025,WEST BENGAL,South Dinajpur,5,0,0
25-11-2025,WEST BENGAL,South Twenty Four Parganas,47,9,0
25-11-2025,WEST BENGAL,Uttar Dinajpur,91,24,2
25-11-2025,WEST BENGAL,West Midnapore,24,8,0
25-11-2025,West Bangal,Hooghly,0,1,0
